id,phi0,epsr,epsv,thetaf,ra,rp,dt1,dt2,x_ra,x_rp,tof,m0,lfb
53,3.141592653589793,1.0e-6,1.0e-6,2.8902652413026098,0.020036697792425694,3.707187735158039,14.317999999997504,9.4000000000085,"[385.8620521890765, 2.2526608437675817, 9.249091096042313e-22, 0.0631405286203947, 0.08288756433202026, 6.804314475722268e-24, 1.0]","[388.8410367822003, -0.0030827887766233858, 2.606072283169923e-23, 3.4206040657876944, -3.691223349063054, 1.539251824494939e-20, 1.0]",23.718000000006004,1.0,0
54,3.141592653589793,1.0e-6,1.0e-6,3.015928947446201,0.15758669896729985,3.3122012117774005,12.043999999998764,7.4180000000020385,"[386.83399231410226, 2.6378683334038686, 8.86281920927677e-22, -0.019870121118582763, -0.014833308232988668, -1.3780619897878896e-23, 1.0]","[388.9606426974639, -0.07348524903060694, -5.070460705782314e-23, 1.3616401638436049, 3.1599488050894005, -4.861838047095552e-22, 1.0]",19.462000000000803,1.0,0
55,3.141592653589793,1.0e-6,1.0e-6,6.031857894892402,0.04297499469088701,3.7163132415311906,14.405999999997455,9.466000000008737,"[391.79765307991556, -2.245343119349545, 9.277757304752063e-22, -0.06168629976759134, -0.0817382222927349, 5.7654907798142184e-24, 1.0]","[388.84273264456164, 0.03721369055503918, 1.5536558161883152e-22, -0.8861389756741358, 0.7975077493604077, 2.2414037903828952e-21, 1.0]",23.872000000006192,1.0,0
56,3.141592653589793,1.0e-6,1.0e-6,6.157521601035994,0.15156229866774582,3.3205354952232873,12.10499999999873,7.47000000000221,"[390.8289804128805, -2.633400759363695, 8.869803793585767e-22, 0.01910883797533671, 0.014475019878833949, -1.4722219606208477e-23, 1.0]","[388.6879581725399, 0.07216260968058169, -4.764118563893671e-23, -1.4192400539263403, -3.192768644297075, -4.660810892575359e-22, 1.0]",19.57500000000094,1.0,0
57,3.267256359733385,1.0e-6,1.0e-6,0.1256637061435917,0.2570035879227492,3.2411082629623307,11.236999999999211,7.274000000000429,"[390.32384107885156, -2.8580339462049538, 1.3863019181843935e-21, 0.05266046008613436, 0.02766742390096854, -2.8378353215925543e-22, 1.0]","[388.6188928329274, 0.15845191942393938, -1.2869872184920514e-22, -1.5785813787053926, -2.1974171949087973, 2.943960276392128e-21, 1.0]",18.51099999999964,1.0,0
58,3.392920065876976,1.0e-6,1.0e-6,0.2513274122871834,0.11136461948565952,3.5967853084805372,11.914999999998836,7.94200000000245,"[390.4071971842797, -3.2182159704724453, -7.546385308588862e-22, -0.018829781890925754, -0.009302196399685887, -7.771626444384241e-22, 1.0]","[388.7365799267157, 0.07235314420552567, 1.111186063468494e-23, -2.3001060061133822, -3.275115749245245, 2.2151876370801303e-20, 1.0]",19.857000000001285,1.0,0
59,3.392920065876976,1.0e-6,1.0e-6,3.392920065876976,0.14934407126958202,3.553987842038298,11.764999999998919,7.839000000002057,"[387.30603009659535, 3.2035774918719704, -7.019720734690473e-22, 0.008173625089769076, 0.003893613640354995, -7.842941761962283e-22, 1.0]","[388.9379948914859, -0.09312160791578931, 2.1561229420002847e-23, 1.9490546763213252, 2.900341500423497, 1.6820353139639736e-20, 1.0]",19.604000000000976,1.0,0
60,3.518583772020568,1.0e-6,1.0e-6,1.5079644737231006,0.03277127904139015,3.8363718374925635,14.714999999997284,8.458000000008054,"[387.2317253090124, 3.489464755292942, 1.7380854549005992e-20, 0.05979062645708116, 0.027020361439616385, -3.1571168011196934e-23, 1.0]","[388.84535591501685, -0.022188165876925004, -1.853534127122228e-22, 4.411464287655569, 4.901169940217093, -4.072168677565633e-20, 1.0]",23.173000000005338,1.0,2
61,3.518583772020568,1.0e-6,1.0e-6,4.649557127312893,0.05406760704013385,3.834863118703785,14.723999999997279,8.46600000000808,"[390.3004023852175, -3.535721159393567, 1.7417988531672242e-20, -0.053904304260524234, -0.022378079048811512, 4.3741403111465034e-23, 1.0]","[388.7780506136564, 0.032528431373201216, -3.1722303992663203e-22, -3.4585104541705776, -4.177545850112774, -2.7768340626305564e-20, 1.0]",23.19000000000536,1.0,2
62,3.64424747816416,1.0e-6,1.0e-6,0.2513274122871834,0.050726232017212144,4.55722220622188,14.322999999997501,10.799000000010219,"[390.62897534719747, -4.196235099515154, -4.8458388920479534e-20, -0.17312967833902748, -0.0744916620922634, -1.4820498409810785e-21, 1.0]","[388.78369735281393, 0.034114526592818314, 4.692535075881233e-22, 3.5276881316121655, 5.765890366142111, 3.0340501909938373e-19, 1.0]",25.12200000000772,1.0,0
63,3.64424747816416,1.0e-6,1.0e-6,3.392920065876976,0.09024695392768069,4.493589644050622,14.10899999999762,10.438000000009398,"[387.15702908319554, 4.1858086141356985, -4.77684691995271e-20, 0.1555836744151563, 0.061693213879209986, -1.5057901691593837e-21, 1.0]","[388.88220267218026, -0.06654248133656147, -1.5251084406286208e-21, -3.600874917249052, -3.3681317116072087, -1.7186001672533173e-19, 1.0]",24.547000000007017,1.0,1
64,4.021238596594935,1.0e-6,1.0e-6,0.0,0.15939831160219978,3.946417964141492,13.27699999999808,8.832000000005957,"[389.86509587203454, -3.8056552134796635, 1.6063619228580934e-22, -0.044965710768154504, -0.012186552392697494, 3.458925822375149e-23, 1.0]","[388.69519075317817, 0.09756919141253079, -8.152590101763959e-24, -2.2010351461371385, -2.5351789597367, -8.264748381158169e-22, 1.0]",22.109000000004038,1.0,0
65,4.021238596594935,1.0e-6,1.0e-6,2.764601535159018,0.014908894684226187,3.8990763755652678,15.341999999996936,10.674000000011876,"[385.6021724396438, 2.217205398434037, 1.8961724423977612e-22, 0.09276584229082922, 0.13527556326871337, 3.697751325032494e-23, 1.0]","[388.80823129861636, 0.0072858568251022715, 5.407995054277062e-23, 26.32897112225186, -43.66971265520264, -1.2231058693460045e-19, 1.0]",26.016000000008813,1.0,0
66,4.021238596594935,1.0e-6,1.0e-6,3.015928947446201,0.006155276751157941,3.7371129541347097,13.039999999998212,8.334000000004927,"[386.87155656192743, 3.1870822185665504, 2.313206315318903e-22, 0.05990241272449309, 0.036387521076830166, 3.2400745437693475e-23, 1.0]","[388.8264538320045, -0.0032694655793604234, 8.498840142613947e-25, 6.269419372042185, 8.275882180452996, -7.486962214021475e-21, 1.0]",21.37400000000314,1.0,0
67,4.021238596594935,1.0e-6,1.0e-6,3.141592653589793,0.17231391652058492,3.9548665406725494,13.27899999999808,8.860000000005995,"[387.7946071172347, 3.819046587759765, 1.5677709764382495e-22, 0.043794434629251144, 0.011644798694591103, 3.465945330875772e-23, 1.0]","[388.957465172204, -0.10551977539299276, -8.633216639150478e-24, 2.1091381695057767, 2.4484578150354928, -7.691648655464848e-22, 1.0]",22.139000000004074,1.0,0
68,4.021238596594935,1.0e-6,1.0e-6,5.9061941887488105,0.01660262367022698,3.866028217109138,15.201999999997014,10.343000000011223,"[391.98103861516006, -2.245930185292264, 1.962353355639535e-22, -0.08579401206305111, -0.12111063828618206, 3.621787901959457e-23, 1.0]","[388.8088323015102, 0.011033104731182169, 1.1904132786858427e-23, 28.597968763961237, 1.8339639622936796, -5.355138839802394e-20, 1.0]",25.545000000008237,1.0,0
69,4.021238596594935,1.0e-6,1.0e-6,6.031857894892402,0.016904310366213805,3.7409004209702528,13.7839999999978,8.946000000006997,"[391.4125611465447, -2.7088406240000884, 2.3281824514405306e-22, -0.07337384414033699, -0.06984311416484709, 3.266282183754038e-23, 1.0]","[388.8043346413993, -9.944330890498954e-5, 3.7670315068265747e-23, 31.610289676497374, -29.789006021004703, -1.0264822216104622e-19, 1.0]",22.730000000004797,1.0,0
70,4.021238596594935,1.0e-6,1.0e-6,6.157521601035994,0.01020963678157715,3.729083137095817,13.055999999998203,8.336000000004958,"[390.7682566846641, -3.179514957529368, 2.328002874976595e-22, -0.05764086798829097, -0.03509447625423956, 3.22552412076084e-23, 1.0]","[388.8165558881973, 0.009072394300527404, 4.0828480245584595e-24, -6.476378892779342, -6.816104975590008, -6.185974451770895e-21, 1.0]",21.39200000000316,1.0,0
71,4.146902302738527,1.0e-6,1.0e-6,2.8902652413026098,0.022036587021629698,3.7655703251451476,14.64999999999732,9.829000000009614,"[385.74893535480686, 2.1980706200603484, 9.73246349667266e-22, 0.0711204067984788, 0.09949069380070451, 6.638182170745732e-24, 1.0]","[388.8427814589397, 0.004638852197783903, 4.362958948889013e-23, -25.5924562717137, -27.497263120468435, -1.2568559986353399e-19, 1.0]",24.479000000006934,1.0,1
72,4.146902302738527,1.0e-6,1.0e-6,3.015928947446201,0.13111631022439144,3.3339056614963076,12.132999999998715,7.484000000002277,"[386.7753315132271, 2.62123286718358, 9.250611351134901e-22, -0.01392954555002221, -0.010779020517724568, -1.9294363241875093e-23, 1.0]","[388.9339315015442, -0.06702096765770589, -4.231676943983984e-23, 1.592364144517556, 3.4058829667099735, -5.2820786492981525e-22, 1.0]",19.617000000000992,1.0,0
73,4.146902302738527,1.0e-6,1.0e-6,6.031857894892402,0.029117062571606782,3.7770068341549874,14.750999999997264,9.935000000009923,"[391.91346976987865, -2.189455920901005, 9.76620179864488e-22, -0.06966813687523697, -0.09855348837514967, 5.6393168531984786e-24, 1.0]","[388.7940218405768, 0.010346405816674068, 5.3551574145425025e-24, 2.3204418549482795, 10.29821896719282, 1.558375338912676e-20, 1.0]",24.686000000007187,1.0,1
74,4.146902302738527,1.0e-6,1.0e-6,6.157521601035994,0.127072979185081,3.3434007175754332,12.199999999998678,7.540000000002465,"[390.88918371561294, -2.6167506470413615, 9.258434060752908e-22, 0.013019177823538647, 0.010213746298451988, -2.0207348385060302e-23, 1.0]","[388.7118024051973, 0.06458520213427922, -4.1002089279610266e-23, -1.6107436331135045, -3.4385174855781604, -5.11818735639425e-22, 1.0]",19.740000000001142,1.0,0
75,4.2725660088821185,1.0e-6,1.0e-6,0.1256637061435917,0.19342056782705044,3.2906006055408086,11.379999999999132,7.343000000000767,"[390.41275742053733, -2.866424602037194, 1.374922698166407e-21, 0.039025353479516654, 0.02156326642722738, -2.9922431220786644e-22, 1.0]","[388.6777346890379, 0.12968471994708108, -1.4041251346158084e-22, -1.9671423729764002, -2.455069043230676, 3.3209603435633565e-21, 1.0]",18.7229999999999,1.0,0
76,4.2725660088821185,1.0e-6,1.0e-6,3.267256359733385,0.22990975126064706,3.2622594889267305,11.272999999999191,7.284000000000505,"[387.27659537731995, 2.8596161522555024, 1.3827847204691653e-21, -0.045754025699537945, -0.02469155740560016, -2.9993023404012266e-22, 1.0]","[389.00008322698045, -0.14447530696700472, -1.2421894925159097e-22, 1.6984995538657066, 2.319646621314183, 3.3873664729647263e-21, 1.0]",18.556999999999697,1.0,0
77,4.39822971502571,1.0e-6,1.0e-6,0.2513274122871834,0.07590869638807023,3.6460514968895095,12.054999999998758,8.051000000002832,"[390.48042646040557, -3.2379748279348552, -1.0162644369492498e-21, -0.030929395027209296, -0.015779400965886693, -7.966375061723856e-22, 1.0]","[388.76568792127665, 0.051732443363395504, -3.8720096989314084e-24, -2.801271044992894, -3.8348678740554565, 3.2250655619209486e-20, 1.0]",20.10600000000159,1.0,0
78,4.39822971502571,1.0e-6,1.0e-6,3.392920065876976,0.10890125571673694,3.6016366842902667,11.896999999998846,7.932000000002406,"[387.2365578477653, 3.2240927748208623, -9.617124415335395e-22, 0.02000534409829645, 0.00984405013217931, -8.041185205029077e-22, 1.0]","[388.90464020133044, -0.07002618280113387, 2.632790435646833e-23, 2.308764853078504, 3.3260329583717256, 2.3578251688988076e-20, 1.0]",19.82900000000125,1.0,0
79,4.523893421169302,1.0e-6,1.0e-6,1.5079644737231006,0.030514918536944373,3.8322204233718584,14.706999999997288,8.45000000000803,"[387.21166115042996, 3.4756658041414616, 1.8017509344805612e-20, 0.06015373661208689, 0.02766536930612969, -1.1215545609767196e-22, 1.0]","[388.8469425416746, -0.016445992896811465, -2.152166831780589e-22, 4.2075943873483865, 5.344550572746877, -3.688465307529848e-20, 1.0]",23.15700000000532,1.0,2
80,4.523893421169302,1.0e-6,1.0e-6,4.649557127312893,0.052408176712026966,3.8270890670750157,14.70499999999729,8.449000000008025,"[390.3172484306459, -3.5200262503799644, 1.8074488852120457e-20, -0.053538123361675384, -0.022572105309857753, -3.572697087208448e-23, 1.0]","[388.78046188952595, 0.03292221189368078, -3.1612409682758806e-22, -3.540667236753887, -4.190325637243476, -2.578354425155118e-20, 1.0]",23.154000000005315,1.0,2
81,4.649557127312893,1.0e-6,1.0e-6,0.2513274122871834,0.01574680435751529,4.523357776383518,14.21799999999756,10.450000000009606,"[390.4834051079115, -4.2191359670275075, -5.0107858256694055e-20, -0.1606197884317505, -0.06312457687232167, -1.4898778560720157e-21, 1.0]","[388.8066244348629, 0.005863982658130597, -7.493870370003874e-22, -0.09469382036786556, 11.90279452278411, 9.948438578038434e-19, 1.0]",24.668000000007165,1.0,1
82,5.026548245743669,1.0e-6,1.0e-6,0.0,0.20820979499397257,3.8780910082928606,13.110999999998173,8.730000000005537,"[389.8055416665938, -3.7488386763448824, 1.8220921980259385e-22, -0.030923578788209425, -0.00803142528805298, 3.595756093575162e-23, 1.0]","[388.65765293364336, 0.1288061687360261, -1.2822436739855442e-23, -1.8798473412099643, -2.228825363117964, -6.499181143425137e-22, 1.0]",21.84100000000371,1.0,0
83,5.026548245743669,1.0e-6,1.0e-6,3.015928947446201,0.022517275579307917,3.684854294152669,12.888999999998296,8.176000000004466,"[386.93336516319147, 3.161272548780341, 2.5094662853777256e-22, 0.04826461810246739, 0.02868574713325836, 3.2917611254679226e-23, 1.0]","[388.8359684176574, -0.01703120422048718, 5.700806094927046e-25, 4.64042118445345, 5.956777375524395, -4.081168250296225e-21, 1.0]",21.06500000000276,1.0,0
84,5.026548245743669,1.0e-6,1.0e-6,3.141592653589793,0.22234130898258428,3.8867820325262294,13.11499999999817,8.763000000005585,"[387.85328518889634, 3.762052950517567, 1.7838493571114395e-22, 0.029953683321155902, 0.0076108645185676066, 3.605425204789978e-23, 1.0]","[388.9969930570231, -0.13618388064889497, -1.3679769772462634e-23, 1.8041047049914274, 2.1704541508657957, -6.116096965187078e-22, 1.0]",21.878000000003755,1.0,0
85,5.026548245743669,1.0e-6,1.0e-6,5.9061941887488105,0.1559715182576227,3.8263296482858413,15.023999999997113,10.130000000010646,"[391.92351341256506, -2.2593921501450245, 2.1765979117626097e-22, -0.08016397615360189, -0.11037012089806139, 3.6556095291538656e-23, 1.0]","[388.9360938079972, 0.10552444890716417, 1.7720606793755394e-22, -0.24876648384497563, 0.3741219346365917, 8.395059729124288e-22, 1.0]",25.15400000000776,1.0,0
86,5.026548245743669,1.0e-6,1.0e-6,6.157521601035994,0.026053111692089122,3.6771319734991095,12.902999999998288,8.181000000004497,"[390.7071906459711, -3.1536118743504944, 2.5246824713026736e-22, -0.04609497667716526, -0.027375951855388363, 3.2738895621093665e-23, 1.0]","[388.80161060690426, 0.017131963967569892, -1.0550871619867488e-24, -4.160125403955638, -5.8190593452872, -3.63357081994267e-21, 1.0]",21.084000000002785,1.0,0
87,5.152211951887261,1.0e-6,1.0e-6,2.8902652413026098,0.07844115632260729,3.8360934707857384,15.066999999997089,10.362000000011006,"[385.61581558436137, 2.1262798601858104, 1.024061425470924e-21, 0.07937884196608606, 0.1201498500080621, 7.918688858756389e-24, 1.0]","[388.83651015048025, -0.07694021420085526, 1.001270459214004e-21, -22.65756941472331, 132.98516071301748, -2.037793445923425e-18, 1.0]",25.429000000008095,1.0,0
88,5.152211951887261,1.0e-6,1.0e-6,3.015928947446201,0.10653773830757551,3.3595320151819066,12.238999999998656,7.562000000002561,"[386.7113759947524, 2.6044361943796512, 9.648839506078715e-22, -0.007228144636855532, -0.005752236028573065, -2.4942818134091678e-23, 1.0]","[388.9127335648495, -0.05457995910296362, -3.633295963725558e-23, 1.742087180975459, 3.747331630624211, -5.767380194473128e-22, 1.0]",19.801000000001217,1.0,0
89,5.152211951887261,1.0e-6,1.0e-6,6.157521601035994,0.10336520018263945,3.37026327575154,12.311999999998616,7.624000000002766,"[390.95484164599094, -2.599844783828995, 9.657921601043286e-22, 0.006158475566961231, 0.0049999232068739475, -2.58321384085768e-23, 1.0]","[388.73299888567345, 0.05383406881711955, -3.523566307090317e-23, -1.7831258468628697, -3.767730250587911, -5.791009547616141e-22, 1.0]",19.936000000001382,1.0,0
90,5.277875658030852,1.0e-6,1.0e-6,3.267256359733385,0.15162606305552423,3.3127240065398595,11.41899999999911,7.350000000000845,"[387.1866804284526, 2.8677186930600627, 1.3672619739305283e-21, -0.0319494997559115, -0.018143653193674943, -3.155051052802371e-22, 1.0]","[388.9258754892532, -0.10973420983277477, -1.7148167061887394e-22, 2.407073065028356, 2.664895202745395, 2.4330207027462444e-21, 1.0]",18.768999999999956,1.0,0
91,5.403539364174444,1.0e-6,1.0e-6,0.2513274122871834,0.04571064502674062,3.695688971963447,12.198999999998678,8.173000000003237,"[390.5548356780679, -3.2567718461281503, -1.2962506014754885e-21, -0.04294875851480717, -0.022711785419742784, -8.1618519049874005e-22, 1.0]","[388.78710185599255, 0.03039969952377608, 5.916587217630729e-24, -3.3921332042409245, -4.755568001097044, 5.022109343273604e-20, 1.0]",20.372000000001915,1.0,0
92,5.403539364174444,1.0e-6,1.0e-6,3.392920065876976,0.0742892338980814,3.6495910270042184,12.03199999999877,8.036000000002772,"[387.1661779634825, 3.2438206784301915, -1.2403494211062293e-21, 0.03176002103491691, 0.0161734198455959, -8.23958619926852e-22, 1.0]","[388.87694572707454, -0.04914888471945103, 1.956707116084175e-23, 2.77390448774134, 3.914894531226036, 3.425183067792324e-20, 1.0]",20.068000000001543,1.0,0
93,5.529203070318036,1.0e-6,1.0e-6,1.5079644737231006,0.02779399920025993,3.830298655401012,14.70399999999729,8.449000000008024,"[387.1934969152421, 3.4651086667652633, 1.86597343360424e-20, 0.06076582699729537, 0.02835620091244712, -1.948964001429871e-22, 1.0]","[388.8427748231922, -0.01756986154815044, -1.928744314530877e-22, 4.562707661064703, 5.317353488559477, -3.624114399292872e-20, 1.0]",23.153000000005314,1.0,2
94,5.529203070318036,1.0e-6,1.0e-6,4.649557127312893,0.05077398555204729,3.821791125706912,14.691999999997297,8.437000000007988,"[390.332203717962, -3.50777192186489, 1.8735808766807698e-20, -0.05345781185356507, -0.022837280490847787, -1.1732947244457573e-22, 1.0]","[388.78009836291045, 0.029756908857346977, -3.3357971806950328e-22, -3.4834362296761583, -4.3359883787663795, -2.2685719543142257e-20, 1.0]",23.129000000005284,1.0,2
95,5.654866776461628,1.0e-6,1.0e-6,3.392920065876976,0.01884949339219035,4.430478291362051,13.943999999997711,9.931000000008485,"[387.43965714011085, 4.21958530208082, -5.0946091209469735e-20, 0.13000127608661363, 0.04233824076719012, -1.5600591337826695e-21, 1.0]","[388.82442285049, -0.018578598638791678, -2.452151229990444e-21, 1.1452041701409104, -2.4292581772105963, -1.4062712371659148e-19, 1.0]",23.875000000006196,1.0,0
96,5.654866776461628,1.0e-6,1.0e-6,3.518583772020568,0.04986313074526666,3.572411853161834,17.987999999999,9.354000000011432,"[391.9191026063181, -1.7963049644139266, 9.130796908985615e-21, -0.022220564886702623, -0.03859831414528582, 5.249700116974581e-21, 1.0]","[388.77259291807707, 0.01095096671757521, 3.2869231525810617e-22, -0.7212071749082483, -7.083901244552747, -3.33692907841327e-19, 1.0]",27.342000000010433,1.0,0
97,6.031857894892402,1.0e-6,1.0e-6,2.764601535159018,0.02854820095454617,3.8202466953665053,14.980999999997136,10.0720000000105,"[385.7178907281569, 2.2477976977349976, 2.338923693765695e-22, 0.08179866388049942, 0.11315368653604055, 3.763522605586074e-23, 1.0]","[388.84524197222055, -0.015454473296518879, 3.126693541994853e-23, -39.461504160022116, 18.22448433959036, -8.472697775736679e-20, 1.0]",25.053000000007636,1.0,0
98,6.031857894892402,1.0e-6,1.0e-6,3.015928947446201,0.04209002370993372,3.635421575422938,12.747999999998374,8.042000000004052,"[386.98753536054437, 3.1339934661120608, 2.7138871194966143e-22, 0.03725309520258565, 0.021705945833467334, 3.3324277449992143e-23, 1.0]","[388.852676144492, -0.02798668645032972, -3.1265942527441933e-24, 3.4352824753682505, 4.962426533532912, -2.6472435673308995e-21, 1.0]",20.790000000002426,1.0,0
99,6.031857894892402,1.0e-6,1.0e-6,5.9061941887488105,0.03018237293064975,3.792445486942711,14.878999999997193,9.917000000010129,"[391.87684889444984, -2.2664119538161307, 2.393734947811839e-22, -0.07506736716670605, -0.10134440059158802, 3.68317867033765e-23, 1.0]","[388.79118602875025, 0.00279553839205458, -1.419643531853619e-23, 0.2295616714965396, 9.823373292432601, 3.6746672141432334e-20, 1.0]",24.79600000000732,1.0,1
100,6.031857894892402,1.0e-6,1.0e-6,6.031857894892402,0.024025702308995006,3.6600725554709643,13.499999999997957,8.57600000000604,"[391.30744557202314, -2.6927524474947337, 2.733282144783787e-22, -0.05715793638483564, -0.05251159683683339, 3.296235967435573e-23, 1.0]","[388.8397082458024, -0.015365830422002746, 4.008397258674037e-24, 3.059828369775435, 4.967257284465413, 7.786757658288837e-21, 1.0]",22.076000000003997,1.0,0
101,6.031857894892402,1.0e-6,1.0e-6,6.157521601035994,0.04647099981630178,3.628045275273169,12.761999999998366,8.049000000004085,"[390.65389503536, -3.1262396835628414, 2.7289173355535703e-22, -0.03516427719805467, -0.02049082736556747, 3.3119582059173054e-23, 1.0]","[388.78642021852426, 0.03077710201348051, -3.182804601207321e-24, -3.3128323654520706, -4.752298654288718, -2.4316786288187753e-21, 1.0]",20.81100000000245,1.0,0
102,6.157521601035994,1.0e-6,1.0e-6,2.8902652413026098,0.047593091542606956,3.92283280168942,15.60699999999679,11.15100000001293,"[385.45543882091835, 2.0260439297407706, 1.0770023896191138e-21, 0.0875083911013278, 0.146317190932072, 1.1493640397421436e-23, 1.0]","[388.86268992012174, 0.023385793463642984, 4.143677969551045e-22, 0.31755308918203085, -0.05103857318683827, -2.2615680394658155e-21, 1.0]",26.75800000000972,1.0,0
103,6.157521601035994,1.0e-6,1.0e-6,3.015928947446201,0.08330610574373365,3.389256158643065,12.361999999998588,7.659000000002898,"[386.64166557909545, 2.5870988172098066, 1.0058602045185058e-21, 0.0002597614335909054, 0.00024721574993382425, -3.07160005282957e-23, 1.0]","[388.8904714322781, -0.04633282200585442, -2.980377824793654e-23, 2.021282201478149, 4.145880004914346, -7.160991752972808e-22, 1.0]",20.021000000001486,1.0,0
104,6.157521601035994,1.0e-6,1.0e-6,6.031857894892402,0.012104523833760076,3.9404769125682404,15.743999999996714,11.199000000013232,"[392.2140130139786, -2.0124211706695436, 1.0818831397673326e-21, -0.08589518236126757, -0.14578583595899636, 1.0614727933462395e-23, 1.0]","[388.80929840888734, 0.0019874401057710994, 1.687836415065744e-22, 54.34553739607523, 7.937565205160007, -4.123126083065107e-19, 1.0]",26.943000000009945,1.0,0
105,6.157521601035994,1.0e-6,1.0e-6,6.157521601035994,0.07983459050013146,3.4012995458727193,12.442999999998543,7.7250000000031225,"[391.02643639983046, -2.5822863229455284, 1.0069987851825408e-21, -0.0014605117838770324, -0.0012987314200648124, -3.1525892945335576e-23, 1.0]","[388.7527305663269, 0.04099027985242312, -2.9601067211298074e-23, -1.9538368704796523, -4.227947246665903, -6.890060455812772e-22, 1.0]",20.168000000001665,1.0,0
